lead_time,adr,total_nights,total_guests,adr_per_guest,total_of_special_requests,booking_changes,previous_cancellations,days_in_waiting_list,required_car_parking_spaces,is_repeated_guest,room_mismatch,hotel,market_segment,deposit_type,customer_type,meal,arrival_season
33,190.8,3,4,47.7,0,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
5,150.0,1,3,50.0,3,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
63,107.1,5,2,53.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
62,109.8,3,2,54.9,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
48,126.0,2,3,42.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
52,79.2,1,3,26.400000000000002,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
133,97.92,2,2,48.96,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
174,119.85,4,2,59.925,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
180,126.9,3,2,63.45,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Fall
18,122.5,2,2,61.25,3,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
15,119.0,1,2,59.5,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
222,99.6,3,2,49.8,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Fall
180,135.9,3,2,67.95,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Fall
42,135.0,7,3,45.0,2,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
23,93.94,1,2,46.97,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
1,125.25,1,2,62.625,0,1,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,SC,Fall
91,168.3,2,3,56.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
51,96.3,3,2,48.15,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
81,125.1,3,2,62.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
68,87.3,2,3,29.099999999999998,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
48,109.8,2,2,54.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
64,109.8,4,2,54.9,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
65,114.3,4,3,38.1,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
5,209.7,3,4,52.425,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
36,99.68,3,3,33.22666666666667,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
63,0.0,0,3,0.0,2,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,SC,Fall
55,85.5,8,2,42.75,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
50,124.58,6,2,62.29,0,2,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,SC,Fall
26,116.72,4,2,58.36,0,2,0,0,0,0,0,City Hotel,Corporate,No Deposit,Transient,BB,Fall
65,98.1,1,2,49.05,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
56,120.38,4,2,60.19,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
142,101.15,3,2,50.575,0,0,0,0,0,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
205,143.1,1,3,47.699999999999996,0,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
139,90.95,2,2,45.475,0,0,0,0,0,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
64,98.55,2,2,49.275,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
61,106.25,4,2,53.125,1,1,0,0,0,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
61,115.25,4,2,57.625,1,1,0,0,1,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
31,87.3,1,2,43.65,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
1,95.0,1,1,95.0,0,1,0,0,0,0,1,City Hotel,Corporate,No Deposit,Transient,BB,Fall
124,163.8,3,2,81.9,4,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Fall
4,162.0,5,2,81.0,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
236,90.95,4,2,45.475,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
94,102.68,4,2,51.34,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
213,90.95,3,2,45.475,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
1,118.26,1,2,59.13,2,1,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
1,149.0,2,1,149.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
238,95.63,4,2,47.815,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
63,106.88,4,2,53.44,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
84,125.1,3,2,62.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
53,121.35,6,2,60.675,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
45,117.45,2,2,58.725,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
204,80.75,4,2,40.375,2,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
94,102.68,4,3,34.22666666666667,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
86,90.95,4,2,45.475,3,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
13,160.0,3,2,80.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
47,140.53,7,2,70.265,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
63,111.6,6,2,55.8,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
67,87.3,3,2,43.65,2,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
8,168.3,1,2,84.15,1,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
79,76.5,3,2,38.25,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
91,135.9,4,2,67.95,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
6,97.79,5,2,48.895,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
14,129.0,2,2,64.5,1,1,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,SC,Fall
63,106.88,4,2,53.44,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
64,120.15,2,2,60.075,4,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
165,150.45,5,3,50.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
0,200.0,1,2,100.0,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
40,149.4,1,2,74.7,0,1,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
40,87.3,2,2,43.65,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
47,117.45,4,2,58.725,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
61,95.66,7,2,47.83,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
41,139.95,4,2,69.975,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
136,80.75,4,2,40.375,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
143,126.9,3,2,63.45,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
49,94.32,5,1,94.32,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
205,126.9,3,2,63.45,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
9,96.0,11,4,24.0,3,0,0,0,0,0,1,City Hotel,Corporate,No Deposit,Transient,BB,Summer
19,118.0,2,1,118.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
21,118.0,1,2,59.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
224,97.96,4,2,48.98,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
64,98.1,7,2,49.05,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
64,103.95,4,2,51.975,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
99,137.1,3,2,68.55,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
28,109.7,3,2,54.85,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
46,98.1,1,2,49.05,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
0,0.0,3,1,0.0,1,0,0,0,1,0,0,City Hotel,Complementary,No Deposit,Transient,BB,Fall
163,161.1,3,2,80.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Fall
126,89.24,2,2,44.62,0,0,0,0,0,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
54,87.3,2,1,87.3,0,2,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
66,102.0,3,2,51.0,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
141,149.85,4,3,49.949999999999996,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
141,133.65,4,2,66.825,2,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
56,117.45,4,2,58.725,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
44,98.1,1,2,49.05,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
203,80.75,3,2,40.375,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
203,80.75,3,2,40.375,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
119,80.75,7,2,40.375,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
31,197.65,3,4,49.4125,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
137,135.9,2,2,67.95,2,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
63,103.95,4,2,51.975,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
67,75.54,3,2,37.77,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
190,132.6,6,2,66.3,4,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
62,115.5,3,2,57.75,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
62,124.5,3,2,62.25,2,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
234,106.2,3,2,53.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
33,143.94,7,2,71.97,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Fall
233,138.13,3,2,69.065,1,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
34,111.6,1,2,55.8,0,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
46,172.03,4,3,57.343333333333334,0,1,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,HB,Fall
43,98.1,1,2,49.05,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
62,98.55,4,2,49.275,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
141,168.3,3,3,56.1,2,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
224,109.31,5,2,54.655,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
5,184.0,1,2,92.0,2,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
10,164.0,3,2,82.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
105,118.8,4,2,59.4,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
5,110.11,2,1,110.11,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
15,164.0,3,2,82.0,0,0,0,0,0,1,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
75,75.0,5,2,37.5,0,0,0,0,0,1,1,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
188,112.01,4,2,56.005,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Fall
186,112.01,4,2,56.005,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Fall
84,65.0,1,1,65.0,0,2,0,0,0,0,0,City Hotel,Corporate,No Deposit,Transient,BB,Fall
23,118.0,2,2,59.0,1,0,0,0,1,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
68,106.75,5,2,53.375,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
64,115.5,3,2,57.75,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
51,87.3,1,2,43.65,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
46,102.0,3,2,51.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
10,114.73,1,2,57.365,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
59,139.5,1,3,46.5,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
73,168.3,2,3,56.1,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
9,94.86,4,1,94.86,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
65,107.1,2,2,53.55,1,0,0,0,1,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
72,168.3,2,3,56.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
51,96.3,1,2,48.15,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
63,103.95,4,2,51.975,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
125,0.0,14,0,0.0,1,4,0,0,0,0,1,City Hotel,Direct,No Deposit,Transient-Party,SC,Summer
176,0.0,0,1,0.0,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
35,118.8,4,3,39.6,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
39,125.1,1,2,62.55,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
12,129.0,1,2,64.5,2,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
150,80.75,3,2,40.375,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
57,126.9,2,1,126.9,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
170,91.44,3,2,45.72,0,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
17,118.58,1,2,59.29,1,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
65,125.1,1,2,62.55,2,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
0,149.0,1,2,74.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
1,110.0,7,1,110.0,0,0,0,0,0,0,0,City Hotel,Aviation,No Deposit,Transient,BB,Fall
32,232.59,7,4,58.1475,0,2,0,0,1,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
11,148.0,4,2,74.0,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
192,107.1,4,2,53.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
11,87.01,3,1,87.01,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
40,158.4,2,2,79.2,0,0,0,0,1,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
59,123.98,4,2,61.99,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
103,159.84,3,3,53.28,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
103,97.92,3,3,32.64,0,1,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,HB,Fall
16,138.0,1,1,138.0,1,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
83,135.9,2,2,67.95,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
196,96.05,5,2,48.025,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,SC,Fall
90,149.4,1,2,74.7,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
90,167.4,1,2,83.7,2,0,0,0,1,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
155,143.1,1,3,47.699999999999996,2,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
81,85.0,4,1,85.0,0,1,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
35,110.16,4,2,55.08,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
69,135.9,4,2,67.95,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
55,126.0,11,2,63.0,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
203,102.08,4,3,34.026666666666664,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
45,99.18,4,2,49.59,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
196,116.1,4,2,58.05,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
157,161.1,4,2,80.55,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Fall
51,123.69,7,2,61.845,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
71,150.98,8,3,50.32666666666666,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
56,123.98,4,1,123.98,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
46,186.77,4,4,46.6925,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
9,168.0,1,2,84.0,3,0,0,0,1,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
65,123.98,4,2,61.99,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
65,142.88,4,3,47.626666666666665,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
66,95.46,4,2,47.73,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
37,72.91,4,2,36.455,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
9,169.0,1,1,169.0,3,0,0,0,1,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
28,116.25,4,2,58.125,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
10,87.05,5,2,43.525,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
35,110.16,4,3,36.72,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
35,127.44,4,3,42.48,1,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
35,118.8,4,2,59.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
66,119.16,5,3,39.72,2,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
35,127.44,4,3,42.48,1,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
35,118.8,4,3,39.6,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
8,149.0,2,2,74.5,1,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
66,177.66,5,4,44.415,3,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
28,93.4,4,1,93.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
28,98.2,4,1,98.2,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
52,149.4,2,3,49.800000000000004,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
238,80.75,1,2,40.375,0,0,0,0,0,0,1,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
67,114.34,3,2,57.17,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
110,99.79,4,2,49.895,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
109,129.6,3,2,64.8,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
79,95.0,7,2,47.5,0,2,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
97,125.1,4,2,62.55,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
80,85.0,6,1,85.0,0,1,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
224,114.9,6,2,57.45,1,2,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
88,85.0,7,1,85.0,1,2,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
0,85.0,6,1,85.0,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
29,139.0,1,2,69.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
13,139.0,1,2,69.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
31,135.9,2,2,67.95,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
89,85.0,6,1,85.0,0,1,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Fall
90,112.88,3,2,56.44,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
67,104.76,5,1,104.76,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
44,158.95,2,4,39.7375,1,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
53,128.1,6,2,64.05,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
40,115.2,5,2,57.6,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
4,180.0,1,3,60.0,2,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
57,135.99,7,2,67.995,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
2,90.0,1,3,30.0,0,1,0,0,1,0,1,City Hotel,Direct,No Deposit,Transient,BB,Fall
8,220.0,3,3,73.33333333333333,2,1,0,0,1,1,0,City Hotel,Corporate,No Deposit,Transient,BB,Winter
5,88.0,1,1,88.0,2,1,0,0,1,1,1,City Hotel,Corporate,No Deposit,Transient,BB,Winter
2,88.0,1,1,88.0,2,1,0,0,1,1,1,City Hotel,Corporate,No Deposit,Transient,BB,Winter
4,95.0,1,2,47.5,3,1,0,0,1,1,1,City Hotel,Corporate,No Deposit,Transient,BB,Summer
3,95.0,1,1,95.0,2,1,0,0,1,1,0,City Hotel,Corporate,No Deposit,Transient,BB,Summer
0,107.42,1,2,53.71,0,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
38,136.8,3,2,68.4,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
23,130.0,2,2,65.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
116,126.0,1,2,63.0,3,0,0,0,0,1,1,City Hotel,Direct,No Deposit,Transient,BB,Spring
1,166.0,1,2,83.0,1,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
118,99.28,7,2,49.64,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
0,0.0,1,2,0.0,1,0,0,0,0,0,0,City Hotel,Complementary,No Deposit,Transient,BB,Fall
0,0.0,1,2,0.0,1,0,0,0,1,0,0,City Hotel,Complementary,No Deposit,Transient,BB,Fall
8,158.0,1,2,79.0,2,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
128,162.0,4,3,54.0,2,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
43,135.9,1,2,67.95,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
57,140.13,3,3,46.71,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
57,140.13,3,3,46.71,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
185,124.46,7,2,62.23,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
32,135.9,1,2,67.95,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
45,149.4,1,2,74.7,1,0,0,0,1,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
59,126.9,4,2,63.45,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
57,130.5,4,2,65.25,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
0,96.67,1,2,48.335,0,0,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Fall
58,149.4,2,2,74.7,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
36,112.59,1,2,56.295,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
31,112.59,2,2,56.295,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
202,128.85,4,2,64.425,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
7,149.0,3,2,74.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
